"","(Intercept)","EOO","F_dep","Mean_0.05","EOO:F_dep","F_dep:Mean_0.05","EOO:Mean_0.05","df","logLik","AICc","delta","weight","R_sq"
"2",-3.82348203824235,4.87461985568755e-08,"+",0.421575676707284,"+","+",NA,15,-5682.86307914089,11395.74971194,0,0.890224376319592,0.220547334335633
"3",-4.07014955557024,-6.24609874348366e-09,"+",0.849591416948777,NA,"+",NA,12,-5687.96023719909,11399.9357820226,4.18607008260369,0.109775623680408,0.191967870460194
